"1r4rk/p4p1p/b1p1p2R/3n4/3P2q1/1P4P1/P2B1P1P/R2Q2K1 b - - 0 22","g4d4 h6h7 h8h7 d1h5 h7g7 h5h6","2140","attraction dovetailMate kingsideAttack long mate mateIn3 middlegame sacrifice"
"4r1k1/R1p1rppp/3p1b2/3P4/2P5/3P1N2/P4KPP/1R6 w - - 1 24","b1e1 e7e1 f3e1 f6d4","2119","crushing endgame short"
"8/7k/4R1PP/1p3p2/1p1P4/6r1/PK6/8 b - - 0 44","g3g6 e6g6 h7g6 d4d5","2137","crushing defensiveMove endgame rookEndgame short"
"5r2/p2nkpr1/3p3R/2p1pRP1/1p2P3/1P1P1Q2/PKP2P2/2B1q3 w - - 0 26","a2a3 b4a3 b2b1 a3a2 b1a2 e1c1","2166","advancedPawn crushing deflection long middlegame"
"1k4r1/3q1p2/QP1p1p2/P1PPp3/5b1p/5Br1/6P1/1R3RK1 w - - 3 37","c5c6 g3g2 f3g2 g8g2 g1g2 d7g4 g2f2 g4g3 f2e2 g3e3 e2d1 e3d2","2291","attraction kingsideAttack mate mateIn5 middlegame sacrifice veryLong"
"2r2r2/1p4bk/1q1N2pp/p4p2/3nnP2/Q1B2N2/PPP3PP/R4RK1 w - - 0 23","d6c8 d4f3 g1h1 b6g1 f1g1 e4f2","2259","doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice smotheredMate"
"2k3r1/pp6/3pP3/8/3nPr1N/P7/1P1N1PP1/R4RK1 w - - 1 27","h4f3 d4e2 g1h1 g8h8 f3h2 h8h2 h1h2 f4h4","2206","anastasiaMate attraction mate mateIn4 middlegame sacrifice veryLong"
"5bk1/3N1Qpp/3qp3/p2p1nN1/P2P1P2/6B1/2p3PP/3n2K1 b - - 0 29","g8h8 d7f6 f5h6 f7g8 h6g8 g5f7","2272","kingsideAttack long mate mateIn3 middlegame sacrifice smotheredMate"
"rnb1kbnr/1ppp1pp1/p6p/8/3Pq3/6B1/PPP1B1PP/RN1QK1NR b KQkq - 1 7","e4g2 e2f3 f8b4 b1c3","2232","crushing defensiveMove opening short"
"r3k2r/2p2p2/p1ppb3/2b1P1p1/3q2n1/2NB2B1/PPPQ2PP/R4R1K w kq - 2 17","d2g5 d4g1 f1g1 h8h2 g3h2 g4f2","2228","kingsideAttack long mate mateIn3 middlegame sacrifice smotheredMate"
"r2q1rk1/3b1p1p/pn1p1bpQ/1p1P4/3N1P2/1P5P/PBB3P1/R4RK1 b - - 1 19","f6g7 h6g7 g8g7 d4f5 g7g8 f5h6","2224","attraction doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice"
"3r2r1/5ppk/2p4p/1p1nPP1N/5R2/3R2QP/6PK/1q6 b - - 3 36","d5f4 g3g7 g8g7 h5f6 h7h8 d3d8 g7g8 d8g8","2277","arabianMate mate mateIn4 middlegame sacrifice veryLong"
"7r/7P/3p1kPK/3P4/8/8/8/8 b - - 2 58","h8e8 g6g7 e8e3 g7g8n f6f7 g8f6 f7f6 h7h8q","2221","advancedPawn attraction crushing endgame exposedKing promotion quietMove rookEndgame underPromotion veryLong"
"r4rk1/ppp2ppp/1bbp1n2/5q2/2P5/1PN3P1/P3NPBP/R1BQR1K1 w - - 0 14","g2c6 f5f2 g1h1 f6g4 c6g2 f2g1 e1g1 g4f2","2225","attackingF2F7 kingsideAttack mate mateIn4 middlegame sacrifice smotheredMate veryLong"
"6r1/1p1knQ2/r1p4p/4p3/2NbP2q/P2P1PpP/6P1/R1B2R1K w - - 1 26","a1b1 h4h3 g2h3 g3g2 h1h2 g2f1n h2h1 g8g1","2205","advancedPawn fork kingsideAttack mate mateIn4 middlegame promotion sacrifice underPromotion veryLong"
"5k2/pp2rN1p/6p1/2NQn3/8/8/Prq3PP/5R1K b - - 0 29","e7f7 d5d8 f8g7 c5e6 g7h6 d8h4","2261","anastasiaMate exposedKing long mate mateIn3 middlegame"
"r1b1r1kb/3n3n/p2pN1pB/q5P1/1pBPP3/2p5/PPPQ4/1K1R2NR b - - 0 21","c3d2 e6c5 d6d5 c4d5 e8e6 d5e6","2240","bodenMate discoveredAttack exposedKing interference long mate mateIn3 middlegame"
"4r1k1/5pp1/3Q1b1p/P7/2PP3n/2P2qNP/R4P1K/5R2 w - - 5 32","f1g1 f3g2 g1g2 h4f3 h2h1 e8e1 g3f1 e1f1 g2g1 f1g1","2201","arabianMate mate mateIn5 middlegame sacrifice veryLong"
"6nr/1r1qbk1p/p1N2ppB/1p1P4/2p1N3/Pn5Q/1P3PPP/1R2R1K1 b - - 3 22","d7h3 e4d6 e7d6 c6d8","2263","mate mateIn2 middlegame sacrifice short"
"2R2bk1/pp3p1p/6p1/3q2r1/3p3n/1N1P1P2/PP1Q2PP/3N2K1 w - - 3 25","d2b4 g5g2 g1h1 g2g1 h1g1 d5g5 g1f1 g5g2 f1e1 h4f3","2211","attraction kingsideAttack mate mateIn5 middlegame pin sacrifice veryLong"
"7r/p1N1p2p/2BP2pk/8/1pp2RP1/3b3P/Pb6/3K4 b - - 0 29","e7d6 g4g5 h6g5 c7e6 g5h5 c6f3 h5h6 f4h4","2264","anastasiaMate attraction endgame mate mateIn4 veryLong"
"2rq1rk1/p3bppp/1p2p3/3p3P/1n1P1Bn1/2Pb1N2/PP1N1PP1/1BKRQ2R w - - 7 16","a2a3 b4a2 b1a2 c8c3 b2c3 e7a3","2200","bodenMate deflection long mate mateIn3 middlegame queensideAttack sacrifice"
"8/5p2/1p4p1/3pPkPp/P4P1P/3K4/8/8 w - - 2 42","d3e3 f5g4 f4f5 g4f5","2236","crushing endgame pawnEndgame short"
"8/q4knp/3pr1p1/3Q4/r3PP2/4R1P1/4R1KP/8 b - - 1 38","a4a3 e3a3 a7a3 f4f5","2213","crushing middlegame short"
"rn4k1/pp4p1/3p3p/2pP1b2/3q4/3B1R2/PPP3PP/4Q2K b - - 3 24","f5d3 e1e8 g8h7 f3f8","2209","crushing endgame short"
"r1q3nr/p1b5/2R2pk1/2pp1nN1/1P4Qp/P1B5/2P2PPP/R5K1 b - - 0 21","d5d4 g5e6 g6f7 c6c7 c8c7 e6c7","2240","crushing discoveredAttack fork long middlegame"
"r2qr2k/pp4pp/2n3b1/2p4B/3p3b/3P4/PPPN1P1B/RN1Q1RK1 w - - 0 18","d1g4 c6e5 h2e5 e8e5","2239","advantage opening short"
"r1b2rk1/1ppp1ppp/p2b1n2/8/PP2q3/2P5/3QBPPP/RNB1R1K1 b - - 0 14","b7b5 e2f3 d6h2 g1h2","2218","advantage opening short"
"Q4R2/5pkp/6p1/8/4qN2/P3PnP1/1r3rBP/5R1K w - - 0 30","f1f2 e4b1 g2f1 b1f1 f2f1 b2h2","2229","arabianMate deflection long mate mateIn3 middlegame sacrifice"
"6k1/5pp1/2P1b3/1nN4p/4R3/5P1P/rK4P1/3R4 w - - 7 34","b2b1 b5a3 b1c1 a2c2","2287","endgame mate mateIn2 short"
"1r6/8/7R/4P3/5Pk1/1r4R1/5P2/K7 b - - 0 44","b3g3 f2g3 g4g3 h6f6","2290","crushing defensiveMove endgame rookEndgame short"
"2r2rk1/p4pp1/1p2p3/2p3RQ/2P5/3Pq1P1/PP4KP/5R2 b - - 2 23","c8d8 h5h6 e3g5 h6g5","2255","advantage endgame pin short"
"r1b3k1/ppp2rb1/2nppNRp/8/2PP3q/4P3/PPQ2P1P/2K3R1 b - - 3 17","g8h8 g6g7 f7g7 c2h7 g7h7 g1g8","2201","arabianMate exposedKing kingsideAttack long mate mateIn3 middlegame sacrifice"
"5rk1/pp3rbp/2pp1nq1/5Np1/2PpP1P1/5P1R/PP2Q1P1/2K4R b - - 0 23","b7b5 h3h6 g7h6 h1h6","2202","advantage middlegame sacrifice short"
"6k1/7p/P2p2p1/3N4/Q1P1B3/3P4/2K2r2/4q3 w - - 3 39","c2b3 e1b1 b3c3 b1b2","2203","endgame mate mateIn2 short"
"6k1/2R2p1p/8/2b1N3/2P3p1/3PK3/1rn2PPP/4R3 w - - 4 30","e3e2 c2e3","2210","discoveredAttack endgame mate mateIn1 oneMove"
"5r2/R4ppk/4pN1p/3pP2Q/5N1P/1p3nP1/1qr2PK1/3n4 b - - 5 39","h7h8 f4g6 f7g6 h5h6 g7h6 a7h7","2269","arabianMate kingsideAttack long mate mateIn3 middlegame sacrifice"
"3r2k1/pp3p1p/6pQ/5b2/3Np3/1P5P/q1r2PPK/B2R4 b - - 1 31","c2f2 h6g7 g8g7 d4f5 g7g8 d1d8","2294","attraction discoveredAttack doubleCheck long mate mateIn3 middlegame sacrifice"
"r4knB/1R6/2p1bp2/p1P4q/3P2p1/4P3/P1Q2PP1/4K1N1 b - - 3 26","h5h8 b7h7 h8h7 c2h7","2258","advantage master middlegame short trappedPiece"
"4k3/6Rp/5p2/pN1p4/2r5/2P1K3/Pn6/8 b - - 1 35","c4c5 b5c7 c5c7 g7c7","2280","advantage endgame short"
"2r3k1/P4p2/2P1p2p/2Q3p1/3Pp3/6PK/1R5P/4q3 w - - 3 36","c5c2 e1f1 c2g2 g5g4 h3g4 f1f5 g4h4 f5g5 h4h3 g5h5","2239","attraction endgame mate mateIn5 pin veryLong"
"3q1r2/1b1nbp1k/4p2p/3pP2Q/2pP1PPN/1pP5/1P6/rNKR3R b - - 0 25","f8g8 h5h6 h7h6 h4f5 h6g6 h1h6","2254","attraction doubleCheck hookMate long mate mateIn3 middlegame sacrifice"
"1k2r3/ppp2pp1/1b6/8/1Pq1PB2/2Pr3p/P2RQ1PP/R6K b - - 6 25","e8e4 e2d3 h3g2 h1g2","2296","advantage middlegame short"
"8/6kp/P2R4/7P/4pKP1/8/3pr3/8 b - - 0 42","e4e3 a6a7 d2d1q d6d1 e2a2 d1d7 g7f6 f4e3","2225","advancedPawn crushing endgame rookEndgame veryLong"
"r4b1r/4pk2/p2q1p2/3p1P2/2pP3p/P1N1BQp1/1PP3P1/4R1K1 b - - 1 22","f8h6 f3h5 f7g8 e3h6","2216","crushing middlegame short"
"r1bqk2r/pp3pp1/2nbpn1p/1N1pN3/3P1B2/7P/PPP2PP1/R2QKB1R b KQkq - 4 9","a7a6 e5c6 b7c6 b5d6","2230","crushing opening short"
"8/6pk/2p5/p1P1qP1p/PpQ5/1P4PK/7P/8 w - - 2 48","g3g4 e5c3 h3h4 c3c4","2219","crushing endgame pin queenEndgame short"
"r2qrbk1/ppp2p2/6np/5N2/PP1P1pP1/1BP5/3Q2K1/R4R2 w - - 0 27","f1f4 e8e2 d2e2 g6f4 g2f1 f4e2","2203","attraction crushing exposedKing fork long middlegame"
"4r1k1/pB3p1p/1q3Bb1/2b5/8/6P1/P4P1P/Q4RK1 w - - 0 30","f6h8 f7f6 a1f6 b6b7","2276","advantage middlegame quietMove short"
"1r1q1rk1/1bp1bppp/p1p5/4P3/2P2B2/1PNn1B2/P5PP/R2Q1RK1 w - - 1 16","f4g3 d8d4 g1h1 d4c3","2210","advantage fork opening short"
"r1nk4/pp6/4Q2p/R2pP2P/1b1Pq3/4P3/1P2KR2/8 b - - 0 27","b4a5 f2f8 d8c7 f8c8 a8c8 e6d6","2221","dovetailMate endgame exposedKing long mate mateIn3 sacrifice"
"4r1k1/1p3ppp/p4P2/3Q4/1P6/P7/1B2K1p1/2R1R2q w - - 1 27","b2e5 g2g1n e2f1 h1d5","2238","advancedPawn advantage discoveredAttack endgame promotion short underPromotion"
"3rk3/8/p1Q1n1q1/1p2p1N1/8/1P6/P1PBK3/8 b - - 6 43","e8e7 d2b4 e7f6 c6e6 f6g5 b4e7 g5h6 e6g6 h6g6 e7d8","2230","crushing endgame exposedKing fork veryLong"
"2b1k2r/prP2ppp/2p1n3/8/8/2qB3Q/P1P2PPP/R3R1K1 b k - 2 17","g7g6 e1e6 f7e6 d3g6 h7g6 h3c3","2243","crushing deflection discoveredAttack long middlegame"
"r4rk1/p5p1/2p1pqQ1/1p1p2pP/2nP2P1/1R3N2/PPP5/2K4R w - - 2 25","f3g5 f6f1 h1f1 f8f1","2264","mate mateIn2 middlegame sacrifice short"
"6k1/pp5p/2p3p1/2p2n2/3q4/PP1Pr1N1/R1P1bKP1/2Q1R3 w - - 0 25","g3f5 e3f3 f2e2 f3f2 e2d1 d4g4 e1e2 g4e2","2204","doubleCheck fork master mate mateIn4 middlegame sacrifice veryLong"
"r1bq1r1k/pp1p2pp/2pb4/5p2/2BpP3/8/PPP3PP/RNBQR1K1 w - - 3 12","d1d4 d6h2 g1h2 d8h4 h2g1 h4e1","2268","attraction crushing fork long opening sacrifice"
"5r1k/p5p1/b6p/n2Q4/B2Pp3/P7/1q3PPP/R3R1K1 w - - 0 27","d5a5 b2f2 g1h1 a6f1 a5g5 h6g5 e1f1 f2f1 a1f1 f8f1","2262","backRankMate mate mateIn5 middlegame veryLong"
"3b4/4Np1k/pq4pp/1p5P/2p1Q3/6P1/1P3PK1/8 b - - 0 34","b6e6 h5g6 h7g7 e4d4 f7f6 d4d8","2253","crushing endgame fork long"
"4rk2/pp3RpQ/1qr1b3/3p2N1/8/P5P1/1P4PP/4R2K b - - 0 24","e6f7 h7h8 f7g8 h8g8 f8g8 e1e8","2269","attraction deflection long mate mateIn3 middlegame"
"2r2rk1/1p3p2/1Q5p/pPpRp3/5q2/8/5PP1/3R2K1 b - - 2 31","e5e4 g2g3 f4g4 b6h6 f7f6 d5d7 g4d1 d7d1","2239","crushing endgame quietMove veryLong"
"2r4k/pp4p1/4pn1N/7P/2P2q1P/3B1b1K/P3QP2/4R3 w - - 3 29","e2e6 f3g4 h6g4 f4f3 h3h2 f6g4 e6g4 f3g4","2253","clearance crushing deflection fork middlegame sacrifice veryLong"
"r2q1rk1/ppp2ppp/5n2/3B4/2Qn4/6Pb/PPP1PP1P/RNB2RK1 w - - 3 15","f1d1 d8d5 c4d5 d4e2 g1h1 f6d5","2229","advantage deflection intermezzo kingsideAttack long opening sacrifice"
"3r2k1/p5pp/3r4/PPNp1p1q/4p3/1Q2PnPP/5PK1/3R1R2 w - - 1 27","c5b7 h5h3 g2h3 d6h6 h3g2 h6h2","2247","attraction hookMate long mate mateIn3 middlegame sacrifice"
"1k2r3/pp1rb2Q/2pp1qp1/3P4/2B5/P1P4P/1P3PP1/4RRK1 w - - 1 22","e1e2 e8h8 d5c6 h8h7","2285","advantage middlegame short trappedPiece"
"8/2p2k2/2P3p1/p1P1K2p/P4P2/6P1/8/8 w - - 1 39","f4f5 g6g5 e5d4 h5h4 g3h4 g5h4","2227","crushing endgame long pawnEndgame quietMove"
"3brrk1/1bq3np/p2PP1pQ/6p1/3N4/P2n4/1B4PP/2R2RK1 b - - 0 25","c7d6 h6g7 g8g7 d4f5 g7g8 f5h6","2259","attraction doubleCheck kingsideAttack long master masterVsMaster mate mateIn3 middlegame sacrifice"
"5k2/pp3Bbp/2b3p1/5PQ1/q2nr3/8/P4RPP/5R1K b - - 2 29","f8f7 f5g6 f7e6 g6h7","2221","advancedPawn crushing doubleCheck middlegame short"
"r4rk1/pbp2pP1/1p2p3/6BQ/7P/3q4/PP3PP1/n5KR b - - 0 20","g8g7 g5f6 g7f6 h5g5","2284","attraction dovetailMate mate mateIn2 middlegame sacrifice short"
"rn2k2r/ppp1nppp/8/2bP4/2B3bq/2NP4/PPP1Q1KP/R1B3NR w kq - 5 10","e2f1 g4h3 g1h3 h4g4","2232","clearance mate mateIn2 opening sacrifice short"
"2kr1bnr/pp3ppp/8/8/Q2n4/1Pq3P1/1P2PPBP/R1B1K1NR w KQ - 0 13","e1f1 c3e1 f1e1 d4c2 e1f1 d8d1","2237","attraction backRankMate fork long mate mateIn3 opening sacrifice"
"3N1k2/7p/p3R3/7q/3p3r/5pP1/PP3P1P/4R1K1 w - - 3 28","e6e8 h5e8 e1e8 f8e8 g3h4 d4d3","2238","crushing endgame long sacrifice"
"2k5/1pp5/pn1p1R2/3P4/4P1p1/2P3K1/P1P4r/1R3B1r b - - 5 31","h2c2 f6f8 c8d7 f1b5 d7e7 f8e8 e7f7 b1h1","2259","advantage endgame veryLong"
"q6k/2p1R2p/2np2p1/2P5/3P4/1Q6/5PPP/r4NK1 w - - 1 33","e7c7 a1f1 g1f1 a8a1 f1e2 c6d4 e2d3 d4b3","2212","attraction crushing endgame fork sacrifice veryLong"
"5rk1/bpp2pp1/p1n3Np/8/PP3q2/1QP3NP/3Rrp1K/3R4 w - - 1 27","g6f4 f2f1n h2h1 f1g3","2253","advancedPawn deflection doubleCheck mate mateIn2 middlegame promotion short underPromotion"
"2r2n2/5k2/3p1pr1/p2P1Q2/1p6/4q3/PPP2p2/NK3R1R w - - 4 32","f5c8 g6g1 c8g4 g1g4","2210","crushing middlegame short"
"8/p7/2p4p/P2k2p1/1P6/3K3P/6P1/8 w - - 1 39","g2g4 a7a6 d3c3 c6c5","2228","crushing endgame pawnEndgame quietMove short"
"7R/pp1b1k2/1b1p4/3ppPP1/4P3/6K1/PP6/8 b - - 0 37","d5e4 g5g6 f7g7 h8h7","2241","crushing endgame short"
"8/8/1P4pp/2n1k3/B4p2/3K4/6PP/8 w - - 1 47","d3c4 c5a4 b6b7 a4b6 c4c3 b6d7","2204","crushing defensiveMove endgame hangingPiece long"
"8/1p3p1p/p1p2Bp1/Pk1b2P1/1P1K3P/2P3P1/8/8 b - - 4 42","b7b6 c3c4 d5c4 a5b6 b5b6 d4c4","2205","bishopEndgame crushing endgame fork long"
"rn1q1rk1/1bp2ppp/1p2p3/pPb1P1N1/2P5/3B4/P1NQ2PP/R3K2R b KQ - 5 15","h7h6 d3h7 g8h8 g5f7 f8f7 d2d8","2228","advantage deflection kingsideAttack long middlegame"
"2r3k1/pp1n4/4r1p1/2bpP3/3B2P1/1P5B/P1R2R2/6K1 b - - 2 30","c5d4 c2c8 g8g7 c8c7","2269","advantage hangingPiece middlegame pin short"
"2kr1r2/pp1n1p1p/2p5/3p4/1b1P1Q2/3BP1NP/1q3PP1/2R2RK1 b - - 1 17","f7f5 c1c6 b7c6 d3a6","2201","mate mateIn2 middlegame queensideAttack sacrifice short"
"6k1/pp2r1N1/r4pPR/1q2p3/n2p2Q1/P2P1P2/KPP1B3/3R4 w - - 1 29","d1b1 b5b2 b1b2 a4c3 a2a1 a6a3 b2a2 a3a2","2299","arabianMate deflection discoveredAttack fork mate mateIn4 middlegame sacrifice veryLong"
"r2qk2r/1pp1bppp/p1n1pn2/5bN1/2BP4/2P5/PP1N2PP/R1B1QRK1 b kq - 3 10","h7h6 g5f7 e8f7 f1f5","2204","advantage attackingF2F7 opening pin short"
"2r1k1r1/pp1b1p1p/2n2Bp1/2P1p3/8/3q1BQ1/2Rp1PPP/5RK1 w - - 2 26","f3c6 d3f1 g1f1 d2d1q","2204","advancedPawn attraction kingsideAttack mate mateIn2 middlegame promotion short"
"r2q1r1b/pppbp2P/2k2p2/1B2pn1Q/P3N3/8/1PP5/R1B1K3 b Q - 1 22","c6b6 a4a5 b6b5 h5e2 b5c6 e2c4","2281","exposedKing long mate mateIn3 middlegame sacrifice"
"Q7/2p2kp1/3b2p1/5qB1/3P3R/Pp1N4/1P2p3/1KR2r2 w - - 3 32","a8a6 f1c1 g5c1 e2e1q","2227","advancedPawn crushing middlegame pin promotion queensideAttack short"
"k6r/pp1q4/3P1n2/8/3PQ3/P5N1/5PPr/2R2RK1 w - - 3 28","c1c7 f6e4 c7d7 e4g3 f2g3 h2h1 g1f2 h8f8 f2e3 h1f1","2265","advantage deflection middlegame veryLong"
"1br2rk1/pb3ppp/1p2p3/3n4/2NB4/1P2PBPq/P4P1P/2RQ1RK1 w - - 1 17","f3g2 h3g2 g1g2 d5f4 g2g1 f4h3","2261","attraction doubleCheck kingsideAttack long mate mateIn3 opening sacrifice"
"r7/1p2qpk1/2p1P1pb/3p3p/8/P1P5/1P2QPPB/4R1K1 b - - 2 35","a8e8 e6f7 g7f7 e2f3 e7f6 f3f6 f7f6 e1e8","2203","advancedPawn attraction crushing endgame veryLong"
"r2qk2r/1pp1bppp/p1n2n2/1Q4Bb/4P3/2NP4/PP3PPP/R3KBNR w KQkq - 0 11","b5b7 c6a5 b7a8 d8a8","2295","advantage middlegame short trappedPiece"
"3r4/p2r3p/3P1kp1/1ppq3b/7Q/2P5/PPN3PP/4R1K1 b - - 1 27","d5g5 e1f1 f6g7 h4g5","2208","crushing deflection middlegame short"
"5k2/5p2/4P2p/5Np1/3B4/p1PK2P1/8/r7 b - - 2 42","a3a2 d4c5 f8e8 f5g7 e8d8 e6e7","2218","advancedPawn crushing endgame long"
"r1b1r2Q/p1pqkpp1/1pnbp3/3p4/3PN2B/4P3/PPP2PPP/R3K2R b KQ - 9 16","f7f6 h4f6 g7f6 h8f6","2202","mate mateIn2 middlegame short xRayAttack"
"2r1k3/1p3pQp/p2p1P1P/2qPb1P1/3pP3/1P6/Pr4B1/5R1K b - - 0 31","c5c2 g7g8 e8d7 g8f7 d7d8 f7e7","2247","deflection long mate mateIn3 middlegame"
"5B2/2n1Pk2/R7/p5p1/8/rP3P1P/6K1/8 w - - 1 45","a6a8 a3a2 g2g3 c7a8","2289","advantage endgame intermezzo short"
"r1b2rk1/pp2qpp1/1np5/3nP1pQ/3PN3/3B4/PP4PP/R4RK1 b - - 1 16","e7e6 e4f6 d5f6 f1f6","2252","advantage kingsideAttack middlegame short"
"8/8/1p1k4/p5pp/P1P2p2/2K2P1P/6P1/8 w - - 2 34","c3d3 d6c5 h3h4 g5h4 d3c3 h4h3 g2h3 h5h4 c3b3 c5d4","2205","crushing endgame pawnEndgame quietMove veryLong zugzwang"
"2krr3/1R1b1p1p/B1n5/8/8/P3p1q1/2P1QNP1/5KR1 b - - 0 25","e3f2 b7a7 c8b8 e2b5 b8a7 b5b7","2222","discoveredAttack exposedKing long mate mateIn3 middlegame sacrifice"
"3r1rk1/pp4b1/2pp2pp/3Pp3/1PP1P1Pq/8/P3B2P/2R1QRK1 b - - 2 19","h4h3 f1f8 d8f8 c1c3 h3c3 e1c3","2201","crushing long middlegame trappedPiece"
"1r4k1/p1p2pp1/6q1/4P3/Q2P2p1/5P1P/P1r5/R1B1R1K1 w - - 0 25","f3g4 g6d3 a4a3 c2c3 a3c3 d3c3","2298","advantage long middlegame"
"2rq2r1/p2n4/2b1pk2/2pp1pN1/5P1Q/PP2P3/2P3PP/R4RK1 b - - 2 21","f6e7 h4h7 e7d6 g5f7 d6c7 f7d8","2239","crushing fork long middlegame"
"R3N1k1/5pp1/7p/4P3/2b3P1/6KP/p7/2r5 b - - 9 54","g8f8 e8f6 f8e7 a8e8","2212","discoveredAttack endgame hookMate mate mateIn2 short"
"r1bq2nr/ppppk1pp/8/2b1N2Q/3nP3/8/PPPP1PPP/RNB1K2R b KQ - 2 7","g7g6 e5g6 h7g6 h5c5 e7f7 c5d4","2269","crushing discoveredAttack fork long opening"
"r1bqr1k1/pp3pp1/7p/2bN4/2P3n1/8/PB3PPP/1BRQR1K1 w - - 2 18","e1f1 d8h4 h2h3 g4f2","2221","crushing master opening short"
"8/1p3p2/p5pp/2P2k2/1P3P1P/P5K1/8/8 b - - 0 34","h6h5 g3f3 f5e6 f3e4","2225","crushing defensiveMove endgame pawnEndgame short"
"r1b1k2r/1pp2pp1/2pq4/p1b1P2p/6n1/2NP4/PPP1BPPP/R1BQ1R1K b kq - 0 10","d6e5 e2g4 c8g4 f1e1 g4d1 e1e5","2240","advantage long opening pin"
"4r1k1/6P1/pq5p/1p1R4/3p4/P2Q3P/1P4P1/5rK1 w - - 0 33","g1f1 b6e6 f1g1 e6d5","2239","crushing endgame short"
"8/p4pk1/1p6/3p4/3P1PK1/4P3/P7/8 b - - 2 41","a7a5 g4f5 b6b5 f5e5","2205","crushing endgame pawnEndgame short"
"8/2k2b2/6p1/pBp1PP2/1p2K3/1P6/P7/8 b - - 0 50","g6f5 e4f5 c7d8 f5f6","2295","advantage bishopEndgame endgame short"
"8/8/p2k2pp/1pp2p2/2P2P1P/1P1KP3/P7/8 b - - 0 29","d6e6 c4b5 a6b5 a2a4","2231","crushing endgame pawnEndgame short"
"6k1/4ppbp/pp3np1/2p1p3/4P3/1Pq1B2P/P4PP1/3Q2K1 b - - 0 21","f6e4 d1d8 g7f8 e3h6 c3c1 h6c1","2205","crushing endgame long pin"
"r2q1rk1/2p2pRp/2pbbn2/p2p4/3Q3N/1P2P3/PBPN1P1P/2K4R b - - 0 14","g8g7 h1g1 g7h6 h4f5 e6f5 d4h4 f6h5 b2g7","2270","clearance mate mateIn4 middlegame sacrifice veryLong"
"6k1/1p3q1p/p7/8/8/1Q4P1/P4PPK/8 w - - 4 33","f2f4 f7b3 a2b3 a6a5 h2g1 b7b5 g1f2 a5a4 f2e2 a4a3 e2d2 a3a2","2230","advancedPawn crushing endgame queenEndgame quietMove veryLong"
"7k/1p4p1/pq5p/3Q4/2p1P3/2P5/PP1R1rrP/6RK w - - 0 32","d5d8 h8h7 d2f2 g2g1 h1g1 b6d8","2204","advantage defensiveMove endgame long"
"8/4b3/1pb3k1/p1p1Pp2/2P1r2B/1P3p1P/P1Q3P1/6K1 w - - 0 36","h4e7 e4e1 g1h2 f3g2 c2g2 c6g2","2271","advancedPawn crushing endgame long"
"2kr1b1r/ppp1nppp/5n2/3P4/2B5/2N2N1q/PP3P2/R1BQR1K1 w - - 0 14","c1e3 h3g4 g1h1 g4c4","2252","advantage fork opening short"
"r3qrk1/2p2ppp/p1Pp1b2/1p1Qn3/5B2/2N4P/PPP2PP1/R3R1K1 b - - 4 16","e8c6 e1e5 c6d5 e5d5","2212","advantage middlegame short"
"r1b3k1/7p/p7/1pp2rpq/6n1/2PP1QB1/PP4P1/RN3RK1 w - - 0 22","f3a8 h5h1 g1h1 f5f1","2227","attraction deflection kingsideAttack mate mateIn2 middlegame sacrifice short"
"5rk1/p2qn2p/1p2N1pb/2p1n3/2PpN2P/PP1P2P1/5rBK/2B1QR2 w - - 0 28","e6f8 e5f3 h2h1 d7h3 g2h3 f2h2","2221","arabianMate fork long mate mateIn3 middlegame sacrifice"
"2rqr2k/6bp/p1nB1pp1/1pQp4/8/P1N2P2/1P3P1P/2R1R1K1 w - - 5 23","c3d5 e8e1 c1e1 c6e5","2214","crushing kingsideAttack middlegame short"
"r1b2rk1/1pp3pn/1b1p3p/p2PqP1N/2P1NR2/6QP/PP4PK/R1B5 b - - 2 18","c8f5 e4f6 e5f6 h5f6","2208","crushing kingsideAttack middlegame pin short"
"3r3k/1R4pp/p1P1p1n1/P3Pp2/8/1B3P2/2R2PKP/3r4 w - - 1 30","c6c7 g6f4 g2g3 d1g1 g3f4 g7g5 f4e3 g1e1 c2e2 f5f4 e3e4 e1e2","2224","deflection endgame mate mateIn5 sacrifice veryLong"
"r4r2/5pk1/4pnp1/p2pQ2p/7q/P1N1R3/1PP2PP1/1R4K1 b - - 1 21","d5d4 e3e4 h4g5 e5g5","2283","crushing middlegame pin short trappedPiece"
"1r6/knR2R2/1p1p4/3p4/1N1P1p2/2PB1Pnp/PP5r/6K1 b - - 7 36","h2b2 c7b7 b8b7 b4c6 a7a8 f7f8 b7b8 f8b8","2214","arabianMate mate mateIn4 middlegame sacrifice veryLong"
"R7/5p2/P3k1p1/4p2p/8/5PK1/r5PP/8 b - - 3 36","f7f5 a6a7 e6f7 a8h8 a2a7 h8h7 f7f6 h7a7","2207","advancedPawn crushing endgame rookEndgame skewer veryLong"
"6r1/4Q1P1/p1kp3b/2q1p3/2B1b3/P1P5/1P3P2/K2R4 b - - 0 41","c5c4 d1d6 c6b5 e7e5 b5a4 d6d4","2270","crushing endgame fork long pin"
"4Q3/1P6/8/6k1/5qpp/8/6P1/7K w - - 4 61","b7b8q f4f1 h1h2 g4g3 b8g3 h4g3 h2h3 f1f5 h3g3 f5f4 g3h3 f4h4","2271","endgame mate mateIn5 queenEndgame veryLong"
